"SUBJECT","ROUND","SURVEY_DAY","RESPONDER","SEASON","CONSUMPTION_DAY","CONSUMPTION_MONTH","CONSUMPTION_YEAR","WEEK_DAY","EXCEPTION_DAY","CONSUMPTION_TIME_HOUR","CONSUMPTION_TIME_MINUTES","MEAL_NAME","PLACE","FOOD_TYPE","RECIPE_CODE","RECIPE_DESCR","RECIPE_DESCR_ENG","FOODEX2_RECIPE_CODE","FOODEX2_RECIPE_DESCR","AMOUNT_RECIPE","CODE_INGREDIENT","INGREDIENT","INGREDIENT_ENG","FOODEX2_INGR_CODE","FOODEX2_INGR_DESCR","FOOD_AMOUNT_UNPROC","FOOD_AMOUNT_CONS","FOOD_AMOUNT_REPORTED","ENERGY_kcal","WATER_g","PROTEIN_g","A_PROT_g","V_PROT_g","CARBOH_g","SUGAR_g","FIBTG_g","ALCOHOL_g","FAT_g","SAT_FAT_g","MUFA_g","PUFA_g","TFA_g","CHOL_mg","CALC_mg","IRON_mg","ZINC_mg","MG_mg","PHOS_mg","POTA_mg","NA_mg","CU_mg","IOD_mcg","SE_mcg","MN_mg","VITC_mg","THIA_mg","RIBO_mg","NIAC_mg","VITB5_mg","VITB6_mg","FOLDFE_mcg","FOL_mcg","FOLFD_mcg","FOLFRE_mcg","FOLAC_mcg","VITB12_mcg","VITA_RAE_mcg","VITA_RE_mcg","BCAROT_mcg","RETOL_mcg","VITD_mcg","VITE_mg","VITK_mcg","PHY_mg","VERSION"
3,1,2,,,,,,,,,,,,,,,,,,,829083,,"* NTULA,TYPE 4,FRESH,RAW *BOILED*","A0DMF#F10.A166Y$F28.A07HS$F28.A07GL","Ethiopian eggplants,  QUAL=Fresh,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,10.4,10.4,3,,0.1,,,0.6,,,,0,,,,,,1,0.03,0.02,,,,,,,,,0.19,0,0,0.06,,0.01,2,,,,,0,0,,,,,,,,""
3,1,2,,,,,,,,,,,,,,,,,,,829052,,"* ONION,LARGE TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YB","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Large/big",,4.9,4.9,2,,0.1,,,0.5,,,,0,,,,,,1,0.01,0.01,,,,,,,,,0.31,0,0,0.01,,0.01,1,,,,,0,0,,,,,,,,""
3,1,2,,,,,,,,,,,,,,,,,,,829051,,"* ONION,SMALL TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YC","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Small",,4.5,4.5,2,,0,,,0.4,,,,0,,,,,,1,0.01,0.01,,,,,,,,,0.28,0,0,0,,0,1,,,,,0,0,,,,,,,,""
3,1,2,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,131.9,131.9,24,,1.2,,,5.2,,,,0.3,,,,,,13,0.36,0.22,,,,,,,,,14.24,0.05,0.03,0.74,,0.09,17,,,,,0,53,,,,,,,,""
3,1,2,,,,,,,,,,,,,,,,,,,5002,,"BANANA,MATOOKE,GREEN & FRESH,BOILED","A01LE#F10.A07XM$F28.A07GL","Plantains, INFO=Unripe / immature, PROCESS=Boiling",,769.5,769.5,893,,6.1,,,239.7,,,,1.4,,,,,,15,4.46,1,,,,,,,,,83.88,0.38,0.38,5.85,,1.85,200,,,,,0,346,,,,,,,,""
3,1,2,,,,,,,,,,,,,,,,,,,30001,,"Banana,Bogoya,ripe & fresh,raw","A0DQM#F10.A166Y$F10.A07XL","Common banana - acuminata cultivars, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Ripe / mature",,207.2,207.2,184,,2.3,,,47.3,,,,0.7,,,,,,10,0.54,0.31,,,,,,,,,18.03,0.06,0.15,1.39,,0.77,41,,,,,0,6,,,,,,,,""
3,1,2,,,,,,,,,,,,,,,,,,,14027,,"FISH,PERCH (TYPE 3),SMOKED,BOILED","A0EYS#F01.A0PGC$F28.A07GL","Smoked fish,  SOURCE=Freshwater perches (generic) (live animals),  PROCESS=Boiling",,88,88,103,,21.9,,,0,,,,1,,,,,,72,0.81,1,,,,,,,,,1.22,0.07,0.11,1.63,,0.11,5,,,,,1.73,8,,,,,,,,""
3,1,2,,,,,,,,,,,,,,,,,,,30091,,"JACKFRUIT,RIPE,FRESH,RAW","A01LR#F10.A07XL","Jackfruits, INFO=Ripe / mature",,56.2,56.2,53,,0.8,,,13.5,,,,0.2,,,,,,19,0.34,0.24,,,,,,,,,3.76,0.02,0.06,0.22,,0.06,8,,,,,0,8,,,,,,,,""
3,1,2,,,,,,,,,,,,,,,,,,,1380,,"MANDAZI,SHORT-CAKE TYPE","A00AQ","Sponge cake",,68.3,68.3,291,,3.6,,,34.7,,,,15.6,,,,,,41,0.75,0.27,,,,,,,,,0.07,0.16,0.14,1.03,,0.02,48,,,,,0.16,2,,,,,,,,""
3,1,2,,,,,,,,,,,,,,,,,,,30032,,"Papaya,semi-ripe,raw","A01LG#F10.A0F5G","Papayas, QUALITATIVE-INFO = Semi-ripe",,202.7,202.7,79,,1.2,,,19.9,,,,0.3,,,,,,49,0.2,0.14,,,,,,,,,125.26,0.06,0.06,0.69,,0.04,77,,,,,0,61,,,,,,,,""
3,1,2,,,,,,,,,,,,,,,,,,,26001,,"SUGARCANE, ALL VARIETIES","A032L","Refined cane sugar",,135.3,135.3,298,,6.8,,,70.3,,,,0.8,,,,,,11,1.89,0,,,,,,,,,4.06,0,0.01,0.01,,0,0,,,,,0,0,,,,,,,,""
3,1,2,,,,,,,,,,,,,,,,,,,725002,,"Vegetable oil,Bidco,Ufuta,Vitamin A fortified,cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,12,12,106,,0,,,0,,,,12,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,209,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,818032,,"* AMARANTH LEAVES,FRESH,BOILED *BOILED*","A00ML#F10.A166Y$F28.A07GL","Amaranth leaves,  QUAL=Fresh,  PROCESS=Boiling",,57.9,57.9,12,,1.2,,,2.4,,,,0.1,,,,,,121,1.31,0.51,,,,,,,,,16.67,0.01,0.07,0.31,,0.1,25,,,,,0,77,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,818038,,"* AMARANTH LEAVES,FRESH,BRAISED *BOILED*","A00ML#F28.A07GT$F28.A07GM$F10.A166Y","Amaranth leaves, PROCESS = Stir frying, PROCESS = Stewing, QUALITATIVE-INFO = Fresh",,115.8,115.8,43,,4.6,,,7.5,,,,0.6,,,,,,402,4.33,1.68,,,,,,,,,48.12,0.06,0.28,1.11,,0.32,101,,,,,0,233,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,818031,,"* AMARANTH LEAVES,FRESH,RAW *BOILED*","A00ML#F10.A166Y$F28.A07HS$F28.A07GL","Amaranth leaves,  QUAL=Fresh,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,9.5,9.5,2,,0.2,,,0.4,,,,0,,,,,,20,0.22,0.09,,,,,,,,,2.88,0,0.01,0.06,,0.02,6,,,,,0,13,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,806101,,"* BEAN,WHOLE SEED,CRANBERRY (KANYEBWA),FRESH,RAW *BOILED*","A012B#F03.A06HY$F28.A07HS$F28.A07GL","Borlotti or other common beans (without pods),  STATE=Whole/unsplit form, including artificial forms,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,194.9,194.9,149,,10.2,,,26.7,,,,0.5,,,,,,51,1.89,1.46,,,,,,,,,0,0.21,0.08,0.45,,0.1,134,,,,,0,0,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,802020,,"* CASSAVA FLOUR,RAW *BOILED*","A16RD#F27.A04JX$F28.A07LA$F28.A07GL","Dried starchy roots and tuber products, SOURCE-COMMODITIES = Cassava roots and similar-, PROCESS = Grinding / milling / crushing, PROCESS = Boiling",,449.5,449.5,1411,,11.7,,,344.3,,,,3.1,,,,,,141,8.54,3.15,,,,,,,,,258.91,1.12,0,5.66,,2.83,113,,,,,0,28,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,801104,,"* MILLET FLOUR,FM DRIED GRAIN *BOILED*","A002T#F28.A07GL","Millet flour,  PROCESS=Boiling",,19.2,19.2,72,,2.1,,,13.8,,,,0.8,,,,,,2,0.57,0.32,,,,,,,,,0,0.07,0.05,0.81,,0.07,11,,,,,0,0,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,829052,,"* ONION,LARGE TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YB","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Large/big",,13.6,13.6,5,,0.1,,,1.3,,,,0,,,,,,3,0.03,0.02,,,,,,,,,0.85,0.01,0,0.01,,0.01,2,,,,,0,0,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,829051,,"* ONION,SMALL TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YC","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Small",,3.5,3.5,1,,0,,,0.3,,,,0,,,,,,1,0.01,0.01,,,,,,,,,0.22,0,0,0,,0,1,,,,,0,0,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,801106,,"* SORGHUM FLOUR,FM DRIED GRAIN *BOILED*","A003T#F28.A07GL","Sorghum flour,  PROCESS=Boiling",,101.3,101.3,343,,11.4,,,75.6,,,,3.3,,,,,,28,4.46,1.65,,,,,,,,,0,0.19,0.13,2.67,,0.14,10,,,,,0,0,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,830103,,"* TAMARIND,DRIED *BOILED*","A019J#F28.A07KG$F28.A07GL","Tamarind,  PROCESS=Drying (dehydration),  PROCESS=Boiling",,9.7,9.7,27,,0.3,,,7,,,,0.1,,,,,,8,0.31,0.01,,,,,,,,,0.27,0.04,0.01,0.19,,0.01,1,,,,,0,0,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,69.8,69.8,13,,0.6,,,2.7,,,,0.1,,,,,,7,0.19,0.12,,,,,,,,,7.54,0.03,0.01,0.39,,0.05,9,,,,,0,28,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,14027,,"FISH,PERCH (TYPE 3),SMOKED,BOILED","A0EYS#F01.A0PGC$F28.A07GL","Smoked fish,  SOURCE=Freshwater perches (generic) (live animals),  PROCESS=Boiling",,43.4,43.4,51,,10.8,,,0,,,,0.5,,,,,,36,0.4,0.5,,,,,,,,,0.6,0.03,0.06,0.8,,0.06,2,,,,,0.86,4,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,8005,,"GROUNDNUTS,WHOLE SEED,FRESH,RAW","A015H#F03.A06HY$F10.A166Y$F28.A07HS","Peanuts,  STATE=Whole/unsplit form, including artificial forms,  QUAL=Fresh,  PROCESS=Raw, no heat treatment",,51.8,51.8,227,,10.3,,,6.4,,,,19.7,,,,,,37,1.83,1.31,,,,,,,,,0,0.25,0.06,4.83,,0.14,96,,,,,0,0,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,30091,,"JACKFRUIT,RIPE,FRESH,RAW","A01LR#F10.A07XL","Jackfruits, INFO=Ripe / mature",,98.3,98.3,92,,1.4,,,23.6,,,,0.3,,,,,,33,0.59,0.41,,,,,,,,,6.59,0.03,0.11,0.39,,0.11,14,,,,,0,15,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,1024,,"MAIZE ON COB,WHITE,FRESH,ROASTED","A00KP#F10.A0F2R$F10.A166Y$F28.A07GY","Sweet corn,  QUAL=White,  QUAL=Fresh,  PROCESS=Roasting",,138.7,138.7,310,,8,,,63,,,,4,,,,,,6,2.29,1.87,,,,,,,,,0,0.29,0.15,2.94,,0.5,18,,,,,0,0,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,29117,,"PUMPKIN,MATURE,FRESH,BOILED","A00KH#F10.A07XL$F28.A07GL","Pumpkins, INFO=Ripe / mature, PROCESS=Boiling",,469.8,469.8,94,,3.4,,,23,,,,0.3,,,,,,70,2.68,1.08,,,,,,,,,22.08,0.14,0.38,1.93,,0.19,42,,,,,0,1174,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,93000,,"SOUP,STOCK,FISH,HOME-PREPARED","A041X#F04.A043F$F22.A07SS","Fish soup,  INGRED=Stock cubes or granulate (bouillon base),  PLACE=Home prepared (family, social networks, proxies)",,95.6,95.6,16,,2.2,,,0,,,,0.8,,,,,,3,0.01,0.06,,,,,,,,,0.1,0.03,0.07,1.13,,0.04,2,,,,,0.66,2,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,26001,,"SUGARCANE, ALL VARIETIES","A032L","Refined cane sugar",,33.8,33.8,74,,1.7,,,17.6,,,,0.2,,,,,,3,0.47,0,,,,,,,,,1.01,0,0,0,,0,0,,,,,0,0,,,,,,,,""
4,1,1,,,,,,,,,,,,,,,,,,,725004,,"Vegetable oil,Mukwano,Vitamin A fortified, cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,1.9,1.9,17,,0,,,0,,,,1.9,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,33,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,818032,,"* AMARANTH LEAVES,FRESH,BOILED *BOILED*","A00ML#F10.A166Y$F28.A07GL","Amaranth leaves,  QUAL=Fresh,  PROCESS=Boiling",,47,47,10,,1,,,1.9,,,,0.1,,,,,,98,1.06,0.41,,,,,,,,,13.52,0.01,0.06,0.25,,0.08,20,,,,,0,62,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,818038,,"* AMARANTH LEAVES,FRESH,BRAISED *BOILED*","A00ML#F28.A07GT$F28.A07GM$F10.A166Y","Amaranth leaves, PROCESS = Stir frying, PROCESS = Stewing, QUALITATIVE-INFO = Fresh",,93.9,93.9,35,,3.7,,,6.1,,,,0.5,,,,,,326,3.51,1.36,,,,,,,,,39.02,0.05,0.23,0.9,,0.26,82,,,,,0,189,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,818031,,"* AMARANTH LEAVES,FRESH,RAW *BOILED*","A00ML#F10.A166Y$F28.A07HS$F28.A07GL","Amaranth leaves,  QUAL=Fresh,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,7.7,7.7,2,,0.2,,,0.3,,,,0,,,,,,17,0.18,0.07,,,,,,,,,2.34,0,0.01,0.05,,0.01,5,,,,,0,11,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,805001,,"* BANANA,MATOOKE,GREEN & FRESH,RAW *BOILED*","A0DQJ#F10.A07XM$F10.A166Y$F28.A07GL","Plantains - acuminata cultivars,  QUAL=Unripe / immature,  QUAL=Fresh,  PROCESS=Boiling",,289.5,289.5,353,,3.8,,,92.3,,,,1.1,,,,,,8,1.74,0.41,,,,,,,,,37.28,0.12,0.14,1.79,,0.78,32,,,,,0,122,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,806009,,"* BEAN,WHOLE SEED,K20 (PINTO),DRIED,RAW *BOILED*","A012T#F28.A07GL","Borlotti beans (dry), PROCESS=Boiling",,51.9,51.9,180,,11.1,,,32.5,,,,0.6,,,,,,53,2.11,1.06,,,,,,,,,2.29,0.17,0.09,0.36,,0.13,95,,,,,0,0,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,808007,,"* GROUNDNUTS,ALL TYPES,GROUND (POWDERED),RAW *BOILED*","A015H#F03.A06JD$F28.A07HS$F28.A07GL","Peanuts,  STATE=Powder,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,36.9,36.9,209,,9.5,,,6,,,,18.2,,,,,,34,1.69,1.21,,,,,,,,,0,0.2,0.05,4.24,,0.12,71,,,,,0,0,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,801041,,"* MAIZE FLOUR,FM WHITE GRAIN,REFINED,RAW *BOILED*","A002Q#F20.A07QZ$F28.A07GL","Maize flour, HOW=W/o husks, PROCESS=Boiling",,147,147,542,,10.7,,,116.4,,,,2.6,,,,,,4,1.62,1.04,,,,,,,,,0,0.13,0.07,1.19,,0.24,22,,,,,0,0,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,809001,,"* MILK,COW,FRESH,WHOLE RAW *BOILED*","A02LY#F28.A07GL","Cow milk, whole, PROCESS=Boiling",,38.7,38.7,23,,1.2,,,1.7,,,,1.3,,,,,,44,0.01,0.15,,,,,,,,,0,0.01,0.07,0.04,,0.01,2,,,,,0.09,11,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,829052,,"* ONION,LARGE TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YB","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Large/big",,7.8,7.8,3,,0.1,,,0.7,,,,0,,,,,,2,0.02,0.01,,,,,,,,,0.49,0,0,0.01,,0.01,1,,,,,0,0,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,829051,,"* ONION,SMALL TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YC","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Small",,5.2,5.2,2,,0.1,,,0.5,,,,0,,,,,,1,0.01,0.01,,,,,,,,,0.33,0,0,0.01,,0.01,1,,,,,0,0,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,801201,,"* RICE,WHITE GRAIN (POLISHED),RAW *BOILED*","A003D#F28.A07HS$F28.A07GL","Rice grain, polished,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,106.2,106.2,382,,7,,,84.2,,,,0.6,,,,,,10,0.81,1.23,,,,,,,,,0,0.06,0.05,1.7,,0.15,7,,,,,0,0,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,54.2,54.2,10,,0.5,,,2.1,,,,0.1,,,,,,5,0.15,0.09,,,,,,,,,5.85,0.02,0.01,0.3,,0.04,7,,,,,0,22,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,2001,,"CASSAVA ROOT,FRESH,RAW","A00ZZ#F10.A166Y$F28.A07HS","Cassava roots,  QUAL=Fresh,  PROCESS=Raw, no heat treatment",,179.3,179.3,287,,2.4,,,68.2,,,,0.5,,,,,,29,0.48,0.61,,,,,,,,,36.93,0.16,0.09,1.52,,0.16,48,,,,,0,2,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,30091,,"JACKFRUIT,RIPE,FRESH,RAW","A01LR#F10.A07XL","Jackfruits, INFO=Ripe / mature",,84.3,84.3,79,,1.2,,,20.2,,,,0.3,,,,,,29,0.51,0.35,,,,,,,,,5.65,0.03,0.09,0.34,,0.09,12,,,,,0,13,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,16,16,62,,0,,,15.9,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,4010,,"SWEET POTATO,YELLOW FLESH,FRESH,STEAMED","A010C#F28.A07GP$F10.A0F5H","Sweet potatoes, PROCESS = Steaming, QUALITATIVE-INFO = Yellow",,282.3,282.3,387,,7.1,,,90.4,,,,0.2,,,,,,128,2.6,1.3,,,,,,,,,8.1,0.28,0.28,2.4,,0.88,44,,,,,0,600,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,725015,,"VEGETABLE OIL,SOYBEAN","A036X","Soya bean oil, refined",,0.2,0.2,2,,0,,,0,,,,0.2,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,725011,,"Vegetable oil, sunflower seed","A037D","Sunflower seed oil, edible",,4.4,4.4,39,,0,,,0,,,,4.4,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
5,1,1,,,,,,,,,,,,,,,,,,,725004,,"Vegetable oil,Mukwano,Vitamin A fortified, cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,0.4,0.4,4,,0,,,0,,,,0.4,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,7,,,,,,,,""
6,1,1,,,,,,,,,,,,,,,,,,,801041,,"* MAIZE FLOUR,FM WHITE GRAIN,REFINED,RAW *BOILED*","A002Q#F20.A07QZ$F28.A07GL","Maize flour, HOW=W/o husks, PROCESS=Boiling",,109.3,109.3,403,,7.9,,,86.5,,,,2,,,,,,3,1.2,0.78,,,,,,,,,0,0.1,0.05,0.89,,0.17,16,,,,,0,0,,,,,,,,""
6,1,1,,,,,,,,,,,,,,,,,,,809001,,"* MILK,COW,FRESH,WHOLE RAW *BOILED*","A02LY#F28.A07GL","Cow milk, whole, PROCESS=Boiling",,110.6,110.6,66,,3.6,,,5,,,,3.6,,,,,,125,0.03,0.44,,,,,,,,,0,0.03,0.2,0.12,,0.03,4,,,,,0.27,31,,,,,,,,""
6,1,1,,,,,,,,,,,,,,,,,,,829051,,"* ONION,SMALL TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YC","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Small",,13.2,13.2,5,,0.1,,,1.2,,,,0,,,,,,3,0.03,0.02,,,,,,,,,0.83,0.01,0,0.01,,0.01,2,,,,,0,0,,,,,,,,""
6,1,1,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,39.7,39.7,7,,0.3,,,1.6,,,,0.1,,,,,,4,0.11,0.07,,,,,,,,,4.29,0.02,0.01,0.22,,0.03,5,,,,,0,16,,,,,,,,""
6,1,1,,,,,,,,,,,,,,,,,,,5003,,"BANANA,MATOOKE,GREEN & FRESH,STEAMED","A0DQJ#F10.A07XM$F10.A166Y$F28.A07GP","Plantains - acuminata cultivars,  QUAL=Unripe / immature,  QUAL=Fresh,  PROCESS=Steaming",,344.1,344.1,462,,4.9,,,120.7,,,,1.4,,,,,,11,2.27,0.52,,,,,,,,,52.23,0.17,0.17,2.48,,1.07,67,,,,,0,191,,,,,,,,""
6,1,1,,,,,,,,,,,,,,,,,,,2003,,"CASSAVA ROOT,FRESH,W/O SKIN,STEAMED","A00ZZ#F10.A166Y$F20.A07QR$F28.A07GP","Cassava roots,  QUAL=Fresh,  PARTCON=W/o skin,  PROCESS=Steaming",,294,294,329,,2.8,,,78.3,,,,0.6,,,,,,31,0.53,0.68,,,,,,,,,31.78,0.15,0.09,1.65,,0.18,42,,,,,0,2,,,,,,,,""
6,1,1,,,,,,,,,,,,,,,,,,,14027,,"FISH,PERCH (TYPE 3),SMOKED,BOILED","A0EYS#F01.A0PGC$F28.A07GL","Smoked fish,  SOURCE=Freshwater perches (generic) (live animals),  PROCESS=Boiling",,80.7,80.7,94,,20,,,0,,,,1,,,,,,66,0.74,0.92,,,,,,,,,1.12,0.06,0.1,1.49,,0.1,4,,,,,1.59,7,,,,,,,,""
6,1,1,,,,,,,,,,,,,,,,,,,30097,,"PHYSALIS (CAPE GOOSE BERRY) FRESH, RIPE","A0DMT#F10.A07XL","Cape gooseberries, INFO=Ripe / mature",,27.6,27.6,16,,0.5,,,1.7,,,,0.2,,,,,,2,0.28,0.04,,,,,,,,,3.04,0.03,0.01,0.77,,0.03,2,,,,,0,10,,,,,,,,""
6,1,1,,,,,,,,,,,,,,,,,,,30033,,"Papaya,ripe,fresh,raw","A01LG#F10.A07XL","Papayas, INFO=Ripe / mature",,513.4,513.4,200,,3.1,,,50.4,,,,0.7,,,,,,123,0.51,0.36,,,,,,,,,317.26,0.15,0.15,1.75,,0.1,195,,,,,0,282,,,,,,,,""
6,1,1,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,45.6,45.6,177,,0,,,45.6,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0.01,0,,0,0,,,,,0,0,,,,,,,,""
6,1,1,,,,,,,,,,,,,,,,,,,4010,,"SWEET POTATO,YELLOW FLESH,FRESH,STEAMED","A010C#F28.A07GP$F10.A0F5H","Sweet potatoes, PROCESS = Steaming, QUALITATIVE-INFO = Yellow",,268.8,268.8,368,,6.7,,,86.1,,,,0.2,,,,,,122,2.47,1.24,,,,,,,,,7.71,0.27,0.27,2.28,,0.83,42,,,,,0,571,,,,,,,,""
6,1,1,,,,,,,,,,,,,,,,,,,725004,,"Vegetable oil,Mukwano,Vitamin A fortified, cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,19.9,19.9,176,,0,,,0,,,,19.9,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,344,,,,,,,,""
7,1,1,,,,,,,,,,,,,,,,,,,806129,,"* BEAN,WHOLE SEED,KIDNEY (ALL TYPES),DRIED,RAW *BOILED*","A012V#F03.A06HY$F28.A07HS$F28.A07GL","Kidney bean (fresh seeds),  STATE=Whole/unsplit form, including artificial forms,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,104.8,104.8,349,,24.7,,,62.9,,,,0.9,,,,,,135,6.88,2.63,,,,,,,,,3.3,0.25,0.19,1.3,,0.23,145,,,,,0,0,,,,,,,,""
7,1,1,,,,,,,,,,,,,,,,,,,829001,,"* CABBAGE,GREEN,FRESH,RAW *BOILED*","A00FY#F28.A07GL$F10.A0F2Q$F10.A166Y","Head cabbages, PROCESS = Boiling, QUALITATIVE-INFO = Green, QUALITATIVE-INFO = Fresh",,8.1,8.1,2,,0.1,,,0.5,,,,0,,,,,,3,0.04,0.02,,,,,,,,,2.52,0,0,0.02,,0.01,3,,,,,0,0,,,,,,,,""
7,1,1,,,,,,,,,,,,,,,,,,,801041,,"* MAIZE FLOUR,FM WHITE GRAIN,REFINED,RAW *BOILED*","A002Q#F20.A07QZ$F28.A07GL","Maize flour, HOW=W/o husks, PROCESS=Boiling",,220.3,220.3,813,,16,,,174.4,,,,3.9,,,,,,7,2.42,1.56,,,,,,,,,0,0.2,0.11,1.78,,0.35,32,,,,,0,0,,,,,,,,""
7,1,1,,,,,,,,,,,,,,,,,,,829083,,"* NTULA,TYPE 4,FRESH,RAW *BOILED*","A0DMF#F10.A166Y$F28.A07HS$F28.A07GL","Ethiopian eggplants,  QUAL=Fresh,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,39.5,39.5,9,,0.4,,,2.3,,,,0.1,,,,,,4,0.09,0.06,,,,,,,,,0.74,0.02,0.02,0.24,,0.03,7,,,,,0,0,,,,,,,,""
